,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
821,Relaci�,Relaci�,Sech,4/2/2020,QM9WM2000013,821,53.6,"468,900,803","62,750","12,074,538",60.0,"1,137,550,621","7,566,148","2,205,109","110,809,435","1,052,766,873","125,135,301",29.0,"6,654",31,16.0,"175,086",2.0,"117,125,054","20,214",,"1,507,000",,0
829,snowfall,Snowfall - Single,�neheart,1/14/2022,QM3DF2191341,828,53.3,"652,949,750","72,344","19,014,919",79.0,"46,232,838","980,365","3,889,444","1,232,791,337","10,888,392,002",,12.0,81,,2.0,"58,283",,"764,755","1,548",,"1,852,974",,0
833,Pagod�o do Birimbola (Tchubirabi,Pagod�o do Birimbola (Tchubirabi,Os Quebradeiras,11/11/2022,BCO3K2200121,830,53.3,"54,513,960","13,089","4,241,209",52.0,"183,119","2,667","4,650,900","503,245,598","6,429,494,637",,2.0,17,,17.0,"10,926",5.0,,,,"448,872",,0
846,RUBICON,G�N,Peso Pluma,6/22/2023,QM7282306229,844,52.9,"246,224,964","23,436","13,507,680",73.0,"147,798,315","492,303","559,400","20,923,219","278,318,607","37,990,067",22.0,"1,401",1,1.0,72,2.0,"22,544,059","10,243","3,883,201","585,523",,1
848,Diz A� Qual � ,Diz A� Qual � ,Mc IG,3/7/2024,BRWMB2400220,842,52.9,"71,944,011","5,329","22,615,957",67.0,"89,527,069","935,574",,,,"195,273,347",,7,,32.0,"9,834,159",14.0,,,,,,1
853,Lean On (feat. M� & DJ Sn,Full Circle: The Live Anthology,Major Lazer,11/20/2011,QMUY41500008,846,52.8,"2,080,878,370","242,511","79,506,771",76.0,"308,933,095","2,370,617","270,919","33,270,068","289,518,843","216,000",497.0,"168,731",,250.0,"2,469,856",96.0,"649,970,533","356,393","231,244,214","26,993,119",,1
858,Qu� Onda Per,Qu� Onda Per,Grupo Firme,3/30/2023,QZDQH2362804,852,52.6,"213,405,904","17,694","13,723,182",70.0,"401,470,868","961,314",,,,"534,052,740",15.0,"9,254",,10.0,"1,737,734",4.0,"7,260,620","8,781",,"655,854",,0
866,Who�s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401037,862,52.3,"166,168,092","5,004","25,607,992",78.0,"16,423,009","244,859",,"815,500","7,202,700","49,401,469",38.0,366,54,4.0,"2,143,866",43.0,"2,890,486","4,515",,"116,673",,0
867,THE LONELIEST,THE LONELIEST,M�ne,10/7/2022,ITB002200745,865,52.2,"330,593,989","54,823","16,021,571",67.0,"175,561,257","2,216,240","296,115","22,320,319","270,169,817","224,863,549",53.0,"176,130",21,61.0,"1,631,239",37.0,"6,555,059","1,735",,"4,266,103",,0
869,Nunca Es Suficiente,Nunca Es Suficiente,Los �ngeles Az,4/20/2018,MX1721600892,863,52.2,"478,494,818","53,736","20,478,756",67.0,"2,148,970,473","6,055,824","43,294","16,884,958","145,723,405","43,699,996",37.0,"10,958",24,8.0,"55,460",10.0,"239,441,848","95,937",,"3,116,053",,0
878,Tek Ba�,Tek Ba�ma ,Semicenk,5/3/2024,FRX452438249,875,51.6,"21,803,486","1,250","4,918,007",72.0,"39,172,911","208,885",,,,"2,606,582",9.0,"1,655",,3.0,"1,583,000",,,,"16,282","90,134",,0
885,ALV,"Sentimiento, Elegancia y M�s Ma",Arc�,11/17/2023,QMFMF2330232,882,51.4,"118,490,212","10,053","10,075,643",72.0,"158,132,299","835,029",,,,"1,207,256,080",8.0,"18,438",,11.0,"1,370,299",1.0,"3,877,792","2,229",,"514,683",,0
891,Funk do Patinho,Funk do Patinho,Bento e Tot�,1/22/2022,BX7CP2200001,887,51.2,"16,197,748","1,827","221,916",55.0,"967,275,295","1,562,052","31,500","2,460,399","40,465,134",16,,,,,,,,,,"16,249",,0
892,El Amor de Mi Vida,El Amor de Mi Vida,Los �ngeles Az,8/17/2023,MX1722301696,886,51.2,"130,709,283","12,585","10,844,674",64.0,"248,099,324","859,237",682,"462,948","3,169,042","353,234,264",8.0,"25,990",,12.0,"476,181",28.0,"2,831,460","1,113",,"555,880",,0
899,RAVE,RAVE,Dxrk �,3/18/2022,QM4TX2201027,894,51.0,"415,552,038","104,372","42,500,205",71.0,"281,772,953","4,299,740","814,700","474,655,469","5,435,575,162","31,543,598",32.0,282,,6.0,"129,549",2.0,"3,358,648","7,092",,"2,994,271",,0
906,Monoton�,Monoton�,Shakira,10/19/2022,USQX92204791,903,50.8,"498,744,348","50,326","35,586,221",67.0,"306,510,173","4,113,572",,"1,230","38,341","87,435,327",78.0,"78,919",,49.0,"782,647",52.0,"42,356,554","5,230",,"913,182",,0
912,Out th�,Lyf�,Yeat,9/9/2022,USUM72217063,907,50.6,"338,097,605","85,480","16,509,403",73.0,"54,214,841","680,291","47,215","15,066,093","117,839,587","18,856,089",14.0,63,37,1.0,"58,975",,"1,750,477","4,925","26,616,347","664,273",,1
918,Se Acab� la Cuaren,Viva el Perreo,Jowell & Randy,8/6/2020,QM6P42086452,915,50.5,"73,468,394","23,284","4,240,574",51.0,"73,136,867","889,596","10,152,900","212,959,708","2,985,601,079",996,11.0,"4,391",73,5.0,"45,642",,"12,140,646","6,751","1,635,079","1,057,655",,1
926,LA RANGER (feat. Myke Towers),The Academy: Segunda Misi�,The Academy: Segunda Misi�,3/28/2024,USWL12400690,920,50.4,"79,786,203","8,939","75,931,694",76.0,"32,616,728","216,834",,,,"13,323,878",29.0,"4,514",9,25.0,"1,896,889",18.0,"545,735",194,,"236,268",,1
931,Nosso Quadro,AgroPlay Ver�o V,AgroPlay,2/2/2023,BCA6L2300010,926,50.1,"423,018,422","23,872","16,779,061",63.0,"361,813,279","1,727,192","288,613","21,077,364","277,692,228","841,498,728",21.0,"17,320",,31.0,"6,708,107",12.0,,,,"609,133",,0
937,Coraz�n Roto - R,Coraz�n Roto (Re,Brray,4/7/2023,USUM72305202,931,49.9,"203,212,015","36,459","13,719,365",67.0,"178,302,256","677,453","827,700","24,190,123","359,964,365","362,205,003",27.0,"12,434",,12.0,"1,842,000",3.0,"127,732",684,,"836,117",,1
938,Summer,Todo Exitos 2014 (Los N�mero 1 Del A,Calvin Harris,1/1/2014,GBARL1400296,935,49.8,"1,497,564,072","255,037","105,180,321",81.0,"1,989,930,606","8,740,440","1,293,032","116,032,171","1,214,191,679","322,680,506",225.0,"55,500",119,170.0,"1,740,585",36.0,"332,877,611","236,102",,"11,380,320",,0
948,"Perdonarte, �Para Q","Perdonarte, �Para Q",Los �ngeles Az,5/23/2024,MX1722401778,943,49.5,"19,514,243","1,329","42,180,412",75.0,"17,545,232","195,611",,,,"16,582,955",16.0,"1,344",,16.0,"378,750",10.0,"181,212",14,,"48,790",,0
960,10:35,10:35,Ti�,11/3/2022,CYA112001130,958,49.2,"539,802,784","82,093","99,413,749",74.0,"94,379,586","652,780","11,473","5,762,615","119,710,596","487,764,676",187.0,"60,512",265,80.0,"1,747,753",64.0,"43,487,605","7,144",,"2,064,142",,0
968,Pobre Coraz�,Pobre Coraz�n (En Vivo) [feat. Onda Sabanera] - Si,Ke Personajes,3/2/2023,QZN882353309,965,49.2,"187,127,704","18,938","5,235,073",65.0,"425,484,500","857,540","8,176","2,607,049","30,085,568","188,119,455",8.0,"5,686",,5.0,"349,806",7.0,,,,"432,240",,0
987,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sof�a R,2/16/2018,USWL11700238,983,48.7,"667,508,675","78,737","29,292,148",61.0,"1,001,147,152","7,847,053","7,162,351","628,778,954","8,778,203,835","433,920,815",97.0,"36,727",152,63.0,"323,404",41.0,"12,798,124","11,917",,"8,994,016",,0
988,Ate�e D�,Ate�e D�,Mert Demir,9/22/2023,USA2P2346453,984,48.7,"98,395,711","14,727","3,591,657",,"198,114,786","880,794",,"3,300,292","84,398,578","107,323,281",10.0,"11,952",,2.0,"1,567,756",,,,,"1,134,279",,0
1002,Se Prepar�,Se Prepar�,Ozuna,8/10/2017,USXDR1700552,997,48.1,"846,909,112","81,897","37,257,314",73.0,"2,003,507,626","8,554,387","357,129","31,889,859","259,122,341","265,630,619",50.0,"11,560",115,18.0,"197,244",32.0,"202,338,087","58,208",,"2,526,044",,0
1004,Le�,Le�o - Si,Mar�lia Mendo,12/8/2022,BRWNV2200185,999,48.0,"415,752,953","20,588","32,327,663",66.0,"423,072,409","2,136,310","318,300","58,453,253","754,580,262","1,139,343,976",26.0,"8,809",,55.0,"7,373,693",13.0,"14,151",29,,"280,389",,0
1016,"Ay, DiOs M�","Ay, DiOs M�",KAROL G,7/10/2020,USUM72013593,"1,016",47.7,"599,215,039","57,051","16,707,832",61.0,"834,762,162","5,130,805","2,265,527","71,390,703","779,241,131","38,462,285",111.0,"26,349",168,25.0,"244,418",33.0,"54,177,152","13,881","2,842,552","1,362,793",,0
1020,�,�,HoneyWorks,11/21/2022,JPX402200183,"1,014",47.7,"23,191,929","5,912","438,018",51.0,"128,703,160","1,112,327","3,400,886","499,324,989","6,284,732,144","80,772,548",3.0,80,,,,6.0,"46,380",60,,"188,814",,0
1021,Tubar�o Te,Tubar�o Te,Dj LK da Esc�,9/28/2022,BC91N2200001,"1,013",47.7,"150,177,750","30,142","13,282,269",59.0,"153,683,754","1,673,637","2,700,000","1,300,234,701","15,253,039,012","6,064,515",9.0,151,281,28.0,"89,832",10.0,"64,326",340,,"1,072,415",,1
1025,II MOST WANTED,COWBOY CARTER,Beyonc�,3/27/2024,USSM12402717,"1,022",47.5,"76,870,736","5,252","32,501,444",,"6,424,033","126,715",,,,"200,314,697",76.0,"35,701",23,83.0,"6,321,279",64.0,"4,488,447","1,755","176,006","286,217",,0
1033,Lean On (feat. M� & DJ Snake) - J Balvin & Farruko R,Lean On (feat. M� & DJ Snake) [J Balvin & Farruko Re,Major Lazer,9/4/2015,FR6P11501180,"1,030",47.4,"53,822,187","2,081","465,455",,"3,617,929,617","17,418,989",,37,956,"1,393,748,323",,,,1.0,234,,,,,,,0
1040,Bad Memories (feat. Elley Duh� & FAST ,Bad Memories (feat. Elley Duh� & FAST ,MEDUZA,7/22/2022,GBUM72203666,"1,035",47.2,"460,973,352","87,026","76,037,102",69.0,"21,938,855","220,610","46,341","11,711,694","202,563,112",,93.0,"200,995",171,59.0,"1,721,803",22.0,"4,963,625","1,266","2,244,208","3,373,945",,0
1052,Yoksun,Yoksun - Single,Ebru Ya�,2/2/2024,FR2X42424385,"1,048",46.9,"33,174,286","1,658","1,193,973",,"119,795,906","342,242",,,,"1,145,002,460",9.0,"5,456",,2.0,"1,581,911",,,,,"499,594",,0
1055,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duh�,1/10/2020,USRC11903813,"1,054",46.8,"1,104,008,150","173,612","51,608,714",72.0,"431,904,675","4,882,117","612,500","304,312,367","2,922,804,533","42,354,537",72.0,"88,909",,35.0,"997,273",3.0,"19,854,772","17,812",,"10,511,473",,0
1060,Can�t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Can�t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,11/3/2023,USUG12307028,"1,053",46.8,"259,807,712","30,605","33,315,037",,"9,545,403","163,045","73,845","85,733,614","538,186,129",,41.0,"12,664",,40.0,"592,661",29.0,"6,040,638","5,126","1,472,596","1,027,616",,0
1061,Solteiro For�ado - (Boiadeira Internacio,Solteiro For�ado (Boiadeira Internacio,Ana Castela,7/7/2023,BX3022300019,"1,051",46.8,"210,195,998","10,723","12,965,116",65.0,"291,263,121","1,409,361","33,900","3,996,634","55,226,429","1,201,657,034",6.0,"6,009",,22.0,"7,921,538",9.0,"1,736",,,"137,611",,0
